local,genero,data,salario
"*, Stockholm, Sweden",*,**/**/****,$4912.45
"*, Stockholm, Sweden",*,**/**/****,$4176.07
"*, Stockholm, Sweden",*,**/**/****,$6492.17
"*, Stockholm, Sweden",*,**/**/****,$7290.49
"*, Stockholm, Sweden",*,**/**/****,$7468.47
"*, Stockholm, Sweden",*,**/**/****,$919.06
"*, Stockholm, Sweden",*,**/**/****,$7922.29
"*, Stockholm, Sweden",*,**/**/****,$6874.81
"*, *, *",*,**/**/****,$1839.10
"*, *, *",*,**/**/****,$1668.43
"*, *, *",*,**/**/****,$2934.66
"*, *, *",*,**/**/****,$4105.04
"*, *, *",*,**/**/****,$4300.13
"*, *, *",*,**/**/****,$6183.10
"*, *, *",*,**/**/****,$6243.42
"*, *, *",*,**/**/****,$4942.31
"*, *, *",*,**/**/****,$7700.50
"*, *, *",*,**/**/****,$3006.83
"*, *, *",*,**/**/****,$3358.51
"*, *, *",*,**/**/****,$1059.41
"*, *, *",*,**/**/****,$2926.75
"*, *, *",*,**/**/****,$4250.40
"*, *, *",*,**/**/****,$3427.50
"*, *, *",*,**/**/****,$5238.49
"*, *, *",*,**/**/****,$2422.65
"*, *, *",*,**/**/****,$3445.67
"*, *, *",*,**/**/****,$1280.62
"*, *, *",*,**/**/****,$5772.96
"*, *, *",*,**/**/****,$6749.04
"*, *, *",*,**/**/****,$5039.13
"*, *, *",*,**/**/****,$3108.98
"*, *, *",*,**/**/****,$5511.34
"*, *, France",Female,**/**/****,$5447.93
"*, *, France",Female,**/**/****,$3055.75
"*, *, France",Female,**/**/****,$1484.69
"*, *, France",Female,**/**/****,$5399.22
"*, *, France",Female,**/**/****,$5763.40
"*, *, France",Female,**/**/****,$3747.55
"*, *, France",Female,**/**/****,$2565.78
"*, *, France",Female,**/**/****,$6410.80
"*, *, United States",Female,**/**/****,$2495.07
"*, *, United States",Female,**/**/****,$2775.31
"*, *, United States",Female,**/**/****,$7511.52
"*, *, United States",Female,**/**/****,$5428.38
"*, *, United States",Female,**/**/****,$3435.26
"*, *, United States",Female,**/**/****,$6742.63
"*, *, United States",Female,**/**/****,$4324.50
"*, *, United States",Female,**/**/****,$1031.51
"*, *, *",Female,**/**/****,$4627.92
"*, *, *",Female,**/**/****,$7096.91
"*, *, *",Female,**/**/****,$5974.55
"*, *, *",Female,**/**/****,$2465.50
"*, *, *",Female,**/**/****,$1611.63
"*, *, *",Female,**/**/****,$4938.67
"*, *, *",Female,**/**/****,$3556.11
"*, *, *",Female,**/**/****,$7060.60
"*, *, *",Female,**/**/****,$5252.25
"*, *, *",Female,**/**/****,$1213.00
"*, *, *",Female,**/**/****,$5788.73
"*, *, *",Female,**/**/****,$3878.76
"*, *, *",Female,**/**/****,$4332.69
"*, *, *",Female,**/**/****,$7319.09
"*, *, *",Female,**/**/****,$7760.58
"*, *, *",Female,**/**/****,$5268.85
"*, *, *",Female,**/**/****,$5074.78
"*, *, *",Female,**/**/****,$3027.02
"*, *, *",Female,**/**/****,$7292.50
"*, *, *",Female,**/**/****,$4240.55
"*, *, *",Female,**/**/****,$5727.15
"*, *, *",Female,**/**/****,$4407.88
"*, *, *",Female,**/**/****,$4234.16
"*, *, *",Female,**/**/****,$6657.46
"*, *, United States",Female,**/**/****,$4305.72
"*, *, United States",Female,**/**/****,$1348.47
"*, *, United States",Female,**/**/****,$7157.05
"*, *, United States",Female,**/**/****,$4199.58
"*, *, United States",Female,**/**/****,$5805.91
"*, *, United States",Female,**/**/****,$4117.83
"*, *, United States",Female,**/**/****,$3591.60
"*, *, United States",Female,**/**/****,$5471.10
"*, *, Portugal",Female,**/**/****,$4302.66
"*, *, Portugal",Female,**/**/****,$7202.43
"*, *, Portugal",Female,**/**/****,$7847.46
"*, *, Portugal",Female,**/**/****,$3223.62
"*, *, Portugal",Female,**/**/****,$4022.26
"*, *, Portugal",Female,**/**/****,$1488.42
"*, *, Portugal",Female,**/**/****,$1973.45
"*, *, Portugal",Female,**/**/****,$1665.32
"*, *, *",Male,**/**/****,$2420.72
"*, *, *",Male,**/**/****,$4443.31
"*, *, *",Male,**/**/****,$7833.82
"*, *, *",Male,**/**/****,$5530.85
"*, *, *",Male,**/**/****,$1558.87
"*, *, *",Male,**/**/****,$3526.69
"*, *, *",Male,**/**/****,$7345.49
"*, *, *",Male,**/**/****,$6584.92
"*, *, *",*,**/**/****,$983.67
"*, *, *",*,**/**/****,$7418.79
"*, *, *",*,**/**/****,$7209.03
"*, *, *",*,**/**/****,$979.70
"*, *, *",*,**/**/****,$5396.24
"*, *, *",*,**/**/****,$813.67
"*, *, *",*,**/**/****,$6289.41
"*, *, *",*,**/**/****,$2894.36
"*, *, *",Male,**/**/****,$7063.28
"*, *, *",Male,**/**/****,$2627.52
"*, *, *",Male,**/**/****,$4826.17
"*, *, *",Male,**/**/****,$2558.15
"*, *, *",Male,**/**/****,$1555.57
"*, *, *",Male,**/**/****,$5407.86
"*, *, *",Male,**/**/****,$7512.12
"*, *, *",Male,**/**/****,$5689.99
"*, *, *",Female,**/**/****,$1336.07
"*, *, *",Female,**/**/****,$3478.88
"*, *, *",Female,**/**/****,$7582.88
"*, *, *",Female,**/**/****,$6325.50
"*, *, *",Female,**/**/****,$5080.95
"*, *, *",Female,**/**/****,$1095.44
"*, *, *",Female,**/**/****,$7213.98
"*, *, *",Female,**/**/****,$1958.82
"*, *, *",*,**/**/****,$7276.96
"*, *, *",*,**/**/****,$5823.77
"*, *, *",*,**/**/****,$3248.92
"*, *, *",*,**/**/****,$4320.80
"*, *, *",*,**/**/****,$4391.85
"*, *, *",*,**/**/****,$3296.00
"*, *, *",*,**/**/****,$3863.39
"*, *, *",*,**/**/****,$5283.42
"Stockholm, Stockholm, Sweden",Female,**/**/****,$1624.94
"Stockholm, Stockholm, Sweden",Female,**/**/****,$2007.00
"Stockholm, Stockholm, Sweden",Female,**/**/****,$6950.84
"Stockholm, Stockholm, Sweden",Female,**/**/****,$1145.67
"Stockholm, Stockholm, Sweden",Female,**/**/****,$2909.91
"Stockholm, Stockholm, Sweden",Female,**/**/****,$6416.83
"Stockholm, Stockholm, Sweden",Female,**/**/****,$3358.30
"Stockholm, Stockholm, Sweden",Female,**/**/****,$5412.88
"*, Île-de-France, France",Female,**/**/****,$4680.61
"*, Île-de-France, France",Female,**/**/****,$2918.64
"*, Île-de-France, France",Female,**/**/****,$6872.51
"*, Île-de-France, France",Female,**/**/****,$3374.55
"*, Île-de-France, France",Female,**/**/****,$7474.04
"*, Île-de-France, France",Female,**/**/****,$1191.96
"*, Île-de-France, France",Female,**/**/****,$5536.87
"*, Île-de-France, France",Female,**/**/****,$2236.23
"*, *, France",Male,**/**/****,$1191.22
"*, *, France",Male,**/**/****,$6223.79
"*, *, France",Male,**/**/****,$5323.97
"*, *, France",Male,**/**/****,$6769.72
"*, *, France",Male,**/**/****,$4491.03
"*, *, France",Male,**/**/****,$3770.58
"*, *, France",Male,**/**/****,$4468.57
"*, *, France",Male,**/**/****,$5736.48
"*, *, *",Male,**/**/****,$4501.34
"*, *, *",Male,**/**/****,$6642.44
"*, *, *",Male,**/**/****,$3613.73
"*, *, *",Male,**/**/****,$7082.80
"*, *, *",Male,**/**/****,$7816.91
"*, *, *",Male,**/**/****,$5790.08
"*, *, *",Male,**/**/****,$6881.36
"*, *, *",Male,**/**/****,$3407.45
"*, *, *",Female,**/**/****,$4544.05
"*, *, *",Female,**/**/****,$5352.76
"*, *, *",Female,**/**/****,$4480.55
"*, *, *",Female,**/**/****,$3525.88
"*, *, *",Female,**/**/****,$2654.98
"*, *, *",Female,**/**/****,$3435.34
"*, *, *",Female,**/**/****,$5892.17
"*, *, *",Female,**/**/****,$7279.48
"*, *, *",Female,**/**/****,$7370.54
"*, *, *",Female,**/**/****,$2923.67
"*, *, *",Female,**/**/****,$1934.60
"*, *, *",Female,**/**/****,$1693.13
"*, *, *",Female,**/**/****,$4468.31
"*, *, *",Female,**/**/****,$7801.31
"*, *, *",Female,**/**/****,$3909.93
"*, *, *",Female,**/**/****,$1310.34
"*, *, Portugal",Female,**/**/****,$7046.63
"*, *, Portugal",Female,**/**/****,$2880.77
"*, *, Portugal",Female,**/**/****,$7327.12
"*, *, Portugal",Female,**/**/****,$4776.95
"*, *, Portugal",Female,**/**/****,$6594.48
"*, *, Portugal",Female,**/**/****,$2309.35
"*, *, Portugal",Female,**/**/****,$7130.79
"*, *, Portugal",Female,**/**/****,$7453.73
"*, Île-de-France, France",Male,**/**/****,$1174.30
"*, Île-de-France, France",Male,**/**/****,$4254.84
"*, Île-de-France, France",Male,**/**/****,$4879.99
"*, Île-de-France, France",Male,**/**/****,$1492.88
"*, Île-de-France, France",Male,**/**/****,$5825.49
"*, Île-de-France, France",Male,**/**/****,$7733.10
"*, Île-de-France, France",Male,**/**/****,$3466.43
"*, Île-de-France, France",Male,**/**/****,$4959.20
"*, *, *",Male,**/**/****,$5435.41
"*, *, *",Male,**/**/****,$1697.67
"*, *, *",Male,**/**/****,$6383.39
"*, *, *",Male,**/**/****,$2208.72
"*, *, *",Male,**/**/****,$3372.24
"*, *, *",Male,**/**/****,$6327.46
"*, *, *",Male,**/**/****,$5443.77
"*, *, *",Male,**/**/****,$5563.83
"*, *, Canada",Male,**/**/****,$5387.93
"*, *, Canada",Male,**/**/****,$4910.20
"*, *, Canada",Male,**/**/****,$6593.84
"*, *, Canada",Male,**/**/****,$4675.13
"*, *, Canada",Male,**/**/****,$3609.17
"*, *, Canada",Male,**/**/****,$2617.72
"*, *, Canada",Male,**/**/****,$5514.96
"*, *, Canada",Male,**/**/****,$1876.11
"*, *, *",Male,**/**/****,$5307.88
"*, *, *",Male,**/**/****,$2729.76
"*, *, *",Male,**/**/****,$5946.05
"*, *, *",Male,**/**/****,$6598.41
"*, *, *",Male,**/**/****,$4941.92
"*, *, *",Male,**/**/****,$3585.70
"*, *, *",Male,**/**/****,$3827.17
"*, *, *",Male,**/**/****,$3435.80
"*, *, *",Female,**/**/****,$2098.58
"*, *, *",Female,**/**/****,$2858.06
"*, *, *",Female,**/**/****,$805.10
"*, *, *",Female,**/**/****,$1483.52
"*, *, *",Female,**/**/****,$7103.44
"*, *, *",Female,**/**/****,$4689.02
"*, *, *",Female,**/**/****,$6528.84
"*, *, *",Female,**/**/****,$2690.43
"*, *, United States",Male,**/**/****,$3036.16
"*, *, United States",Male,**/**/****,$4000.92
"*, *, United States",Male,**/**/****,$2795.69
"*, *, United States",Male,**/**/****,$6749.17
"*, *, United States",Male,**/**/****,$3306.51
"*, *, United States",Male,**/**/****,$953.73
"*, *, United States",Male,**/**/****,$7638.46
"*, *, United States",Male,**/**/****,$2891.78
"*, *, Portugal",Male,**/**/****,$7454.96
"*, *, Portugal",Male,**/**/****,$6691.57
"*, *, Portugal",Male,**/**/****,$1245.80
"*, *, Portugal",Male,**/**/****,$4919.65
"*, *, Portugal",Male,**/**/****,$6549.93
"*, *, Portugal",Male,**/**/****,$3783.40
"*, *, Portugal",Male,**/**/****,$7373.11
"*, *, Portugal",Male,**/**/****,$942.32
"*, *, Canada",*,**/**/****,$3918.00
"*, *, Canada",*,**/**/****,$1319.03
"*, *, Canada",*,**/**/****,$2454.18
"*, *, Canada",*,**/**/****,$7600.54
"*, *, Canada",*,**/**/****,$4094.94
"*, *, Canada",*,**/**/****,$7376.21
"*, *, Canada",*,**/**/****,$1129.83
"*, *, Canada",*,**/**/****,$1786.57
"*, *, France",*,**/**/****,$6987.28
"*, *, France",*,**/**/****,$4263.66
"*, *, France",*,**/**/****,$6749.86
